"reference_cell_types","query_clusters","number_OMGs","p_value","negative_log10_p_value","significant"
"arabidopsis_thaliana Root Early sieve element",12,5,0.836544522741618,0.0775109399778057,"No"
"arabidopsis_thaliana Root Epidermal cell layer of the emerging lateral root",12,11,0.122452064925141,0.912033886913029,"No"
"arabidopsis_thaliana Root Explant vasculature and callus founder cell",12,22,0.000751574647573746,3.12402787812517,"Yes"
"arabidopsis_thaliana Root G1/G0 phase",12,0,1,0,"No"
"arabidopsis_thaliana Root G2/M phase",12,4,1,0,"No"
"arabidopsis_thaliana Root Lateral root cap",12,5,1,0,"No"
"arabidopsis_thaliana Root Lateral root cap like cell",12,6,1,0,"No"
"arabidopsis_thaliana Root Lateral root primordia",12,0,1,0,"No"
"arabidopsis_thaliana Root Meristematic cell",12,0,1,0,"No"
"arabidopsis_thaliana Root Metaphloem",12,1,1,0,"No"
"arabidopsis_thaliana Root Metaphloem sieve element",12,3,1,0,"No"
"arabidopsis_thaliana Root Metaxylem",12,18,0.0251009925206049,1.60030910570224,"Yes"
"arabidopsis_thaliana Root Non-hair",12,8,1,0,"No"
"arabidopsis_thaliana Root Non-hair root epidermal cell",12,16,0.000696862005512253,3.15685321354897,"Yes"
"arabidopsis_thaliana Root Pericycle",12,8,0.643938876825734,0.191155354250619,"No"
"arabidopsis_thaliana Root Pericycle cell",12,11,0.196962934223453,0.705615494532772,"No"
"arabidopsis_thaliana Root Phloem",12,7,0.908343244981119,0.0417500091523725,"No"
"arabidopsis_thaliana Root Phloem parenchyma",12,13,0.570308407090785,0.243890226299823,"No"
"arabidopsis_thaliana Root Phloem pole pericycle",12,11,0.107490294632785,0.968630746703796,"No"
"arabidopsis_thaliana Root Phloem pole pericycle cell",12,10,0.664901450884482,0.17724271937161,"No"
"arabidopsis_thaliana Root Phloem/Pericycle",12,5,1,0,"No"
"arabidopsis_thaliana Root Pholem",12,15,0.127887797277674,0.893170892798894,"No"
"arabidopsis_thaliana Root Photosynthetic cell",12,5,0.0462668850588706,1.33472973860864,"Yes"
"arabidopsis_thaliana Root Primary phloem",12,13,0.0959645334871718,1.01788924359337,"No"
"arabidopsis_thaliana Root Primary xylem",12,9,0.552870454595947,0.257376618143729,"No"
"arabidopsis_thaliana Root Proliferating cell",12,6,1,0,"No"
"arabidopsis_thaliana Root Protophloem",12,9,0.309219683912775,0.509732868108803,"No"
"arabidopsis_thaliana Root Protophloem sieve element",12,2,1,0,"No"
"arabidopsis_thaliana Root Protoxylem",12,4,1,0,"No"
"arabidopsis_thaliana Root Quiescent center",12,6,0.644588978065223,0.190717124834199,"No"
"arabidopsis_thaliana Root Root cap",12,18,0.00683415110248252,2.16531542321813,"Yes"
"arabidopsis_thaliana Root Root cortex",12,25,5.95399085335343e-05,4.22519183686114,"Yes"
"arabidopsis_thaliana Root Root endodermis",12,10,0.811842173700391,0.0905283916370913,"No"
"arabidopsis_thaliana Root Root epidermis",12,25,1.87139644684038e-07,6.72783419943925,"Yes"
"arabidopsis_thaliana Root Root hair",12,17,0.00459347997395509,2.3378581726641,"Yes"
"arabidopsis_thaliana Root Root hair cell",12,2,0.762648211765418,0.11767574372291,"No"
"arabidopsis_thaliana Root Root initial cell",12,6,1,0,"No"
"arabidopsis_thaliana Root Root meristem",12,0,1,0,"No"
"arabidopsis_thaliana Root Root procambium",12,11,0.107490294632785,0.968630746703796,"No"
"arabidopsis_thaliana Root Root stele",12,17,0.02283315013431,1.6414341677226,"Yes"
"arabidopsis_thaliana Root S phase",12,2,1,0,"No"
"arabidopsis_thaliana Root Sieve element",12,2,1,0,"No"
"arabidopsis_thaliana Root Stem cell niche",12,4,1,0,"No"
"arabidopsis_thaliana Root Xylem",12,9,0.253891301278319,0.595352178494303,"No"
"arabidopsis_thaliana Root Xylem pole pericycle",12,11,0.762093225981165,0.117991898669989,"No"
"arabidopsis_thaliana Root Xylem pole pericycle cell",12,13,0.956364208726329,0.019376685424846,"No"
"arabidopsis_thaliana Seed Columella initial cell",12,3,0.953994323457729,0.0204542094660507,"No"
"arabidopsis_thaliana Seed Dividing protoderm",12,4,1,0,"No"
"arabidopsis_thaliana Seed Hypocotyl",12,2,1,0,"No"
"arabidopsis_thaliana Seed Plant embryo cotyledon",12,1,1,0,"No"
"arabidopsis_thaliana Seed Radicle",12,17,0.00367209934638618,2.43508557774213,"Yes"
"arabidopsis_thaliana Seed Shoot meristem initial cell",12,1,1,0,"No"
"arabidopsis_thaliana Seed Suspensor",12,3,0.809606532785168,0.0917259961303838,"No"
"arabidopsis_thaliana Seed Vascular initial cell",12,2,1,0,"No"
"arabidopsis_thaliana Shoot axis apex Companion cell",12,6,1,0,"No"
"arabidopsis_thaliana Shoot axis apex G2/M phase",12,7,1,0,"No"
"arabidopsis_thaliana Shoot axis apex Guard cell",12,17,0.063266847588043,1.19882380469409,"No"
"arabidopsis_thaliana Shoot axis apex Mesophyll",12,6,0.0153107060902891,1.81500478029814,"Yes"
"arabidopsis_thaliana Shoot axis apex S phase",12,1,1,0,"No"
"arabidopsis_thaliana Shoot axis apex Shoot apical meristem",12,21,0.00139697599630455,2.85481105613495,"Yes"
"arabidopsis_thaliana Shoot axis apex Shoot system epidermis",12,17,0.0029738354434484,2.52668306674196,"Yes"
"arabidopsis_thaliana Shoot axis apex Vascular tissue",12,9,1,0,"No"
"arabidopsis_thaliana Stem Companion cell",12,5,1,0,"No"
"arabidopsis_thaliana Stem G2/M-phase cell",12,6,1,0,"No"
"arabidopsis_thaliana Stem Guard cell",12,5,0.662888955671708,0.178559216660235,"No"
"arabidopsis_thaliana Stem Leaf guard cell",12,11,0.139516902234182,0.85537317516908,"No"
"arabidopsis_thaliana Stem Mesophyll cell",12,7,0.00106861822447771,2.97117742352518,"Yes"
"arabidopsis_thaliana Stem Proliferating cell",12,4,1,0,"No"
"arabidopsis_thaliana Stem S-phase cell",12,5,0.662888955671708,0.178559216660235,"No"
"arabidopsis_thaliana Stem Shoot apical meristem",12,5,1,0,"No"
"arabidopsis_thaliana Stem Shoot parenchyma",12,11,0.218177572148141,0.661189895328425,"No"
"arabidopsis_thaliana Stem Shoot system cortex",12,12,0.406220588711949,0.391238068776141,"No"
"arabidopsis_thaliana Stem Shoot system endodermis",12,14,0.112465600906566,0.94898029196084,"No"
"arabidopsis_thaliana Stem Shoot system epidermis",12,10,0.0125186232737701,1.9024434297103,"Yes"
"arabidopsis_thaliana Stem Shoot system vascular system",12,5,1,0,"No"
"arabidopsis_thaliana Stem Sieve element",12,4,1,0,"No"
"arabidopsis_thaliana Stem Xylem",12,15,0.356300058886778,0.448184105871828,"No"
"brassica_rapa Leaf Bundle sheath",12,21,0.000343273372417688,3.46435988332219,"Yes"
"brassica_rapa Leaf Bundle sheath cell",12,9,0.228078157483493,0.641916304107856,"No"
"brassica_rapa Leaf Leaf epidermis",12,9,0.431745867639011,0.364771810495103,"No"
"brassica_rapa Leaf Leaf guard cell",12,8,0.217323781070048,0.662892747575495,"No"
"brassica_rapa Leaf Leaf lamina epidermis",12,6,0.472883762931241,0.325245597785011,"No"
"brassica_rapa Leaf Leaf vascular system",12,10,0.235796816625613,0.627462062393017,"No"
"brassica_rapa Leaf Meristematic cell",12,8,1,0,"No"
"brassica_rapa Leaf Mesophyll",12,1,1,0,"No"
"brassica_rapa Leaf Mesophyll cell",12,4,0.131357430573862,0.881545355188909,"No"
"brassica_rapa Leaf Phloem",12,4,1,0,"No"
"brassica_rapa Leaf Proliferating cell",12,7,0.931193594832981,0.0309600199560626,"No"
"brassica_rapa Leaf Vascular tissue",12,14,0.342410691936883,0.465452682731183,"No"
"brassica_rapa Leaf Xylem",12,7,0.624954847235246,0.204151359143847,"No"
"catharanthus_roseus Leaf Idioblast cell",12,16,0.0606308519920641,1.21730632896358,"No"
"catharanthus_roseus Leaf Leaf epidermis",12,13,0.261541840062159,0.582458825134763,"No"
"catharanthus_roseus Leaf Leaf guard cell",12,11,0.39040810402464,0.408481175901214,"No"
"catharanthus_roseus Leaf Leaf lamina epidermis",12,7,0.291815870191899,0.534891093013686,"No"
"catharanthus_roseus Leaf Leaf vascular system",12,8,0.534277343986819,0.272233241669841,"No"
"catharanthus_roseus Leaf Meristematic cell",12,11,1,0,"No"
"catharanthus_roseus Leaf Mesophyll",12,3,0.953994323457729,0.0204542094660507,"No"
"catharanthus_roseus Leaf Mesophyll cell",12,3,0.685958301711968,0.16370228354515,"No"
"catharanthus_roseus Leaf Phloem parenchyma",12,12,0.734043467275628,0.134278222047134,"No"
"catharanthus_roseus Leaf Phloem parenchyma cell",12,5,0.512106127755708,0.29064002745682,"No"
"catharanthus_roseus Leaf Proliferating cell",12,5,1,0,"No"
"catharanthus_roseus Leaf Vascular tissue",12,17,0.280557752520277,0.551977726139782,"No"
"fragaria_vesca Leaf Abaxial epidermis",12,15,0.0285532729033515,1.54434410379647,"Yes"
"fragaria_vesca Leaf Adaxial epidermis",12,16,0.202055026517057,0.694530341155667,"No"
"fragaria_vesca Leaf Hydathode",12,4,1,0,"No"
"fragaria_vesca Leaf Hydathodes",12,11,0.550909512761006,0.258919728436365,"No"
"fragaria_vesca Leaf Leaf lamina abaxial epidermis",12,9,0.203685277861049,0.691040360173959,"No"
"fragaria_vesca Leaf Leaf lamina adaxial epidermis",12,8,0.607851524877343,0.216202489479035,"No"
"fragaria_vesca Leaf Meristematic cell",12,10,1,0,"No"
"fragaria_vesca Leaf Mesophyll",12,3,1,0,"No"
"fragaria_vesca Leaf Mesophyll cell",12,2,1,0,"No"
"fragaria_vesca Leaf Phloem",12,6,1,0,"No"
"fragaria_vesca Leaf Xylem",12,19,0.0203994914620018,1.69038065894661,"Yes"
"fragaria_vesca Leaf Xylem parenchyma",12,22,0.0110340603615262,1.95726464457567,"Yes"
"fragaria_vesca Leaf Xylem parenchyma cell",12,8,0.877922304880265,0.0565439169581533,"No"
"glycine_max Flower Cortex",12,4,0.227712116475626,0.642613860124848,"No"
"glycine_max Flower Epidermis",12,4,0.983683449841473,0.00714463541486338,"No"
"glycine_max Flower Flower meristem",12,7,0.47230852108856,0.325774219089066,"No"
"glycine_max Flower Mesophyll cell",12,2,1,0,"No"
"glycine_max Flower Procambium",12,4,0.677332978576013,0.169197778572132,"No"
"glycine_max Flower Proliferating cell",12,1,1,0,"No"
"glycine_max Leaf Bundle sheath cell",12,10,0.167546045773711,0.775865817419413,"No"
"glycine_max Leaf Companion cell",12,2,1,0,"No"
"glycine_max Leaf Hydathode",12,6,1,0,"No"
"glycine_max Leaf Leaf guard cell",12,2,1,0,"No"
"glycine_max Leaf Leaf lamina epidermis",12,4,0.783548741775154,0.105933982442906,"No"
"glycine_max Leaf Leaf senescing cell",12,8,0.189530573973728,0.722320722175863,"No"
"glycine_max Leaf Leaf vascular system",12,2,1,0,"No"
"glycine_max Leaf Mesophyll cell",12,7,0.259592635523911,0.585707632352002,"No"
"glycine_max Leaf Proliferating cell",12,4,1,0,"No"
"glycine_max Root Pericycle cell",12,6,0.912550618759871,0.0397430360897062,"No"
"glycine_max Root Phloem",12,8,0.949301791559338,0.0225956995083201,"No"
"glycine_max Root Phloem fiber cell",12,1,1,0,"No"
"glycine_max Root Proliferating cell",12,1,1,0,"No"
"glycine_max Root Root cap",12,7,0.47230852108856,0.325774219089066,"No"
"glycine_max Root Root cortex",12,12,0.0248120580179981,1.60533721199575,"Yes"
"glycine_max Root Root endodermis",12,2,1,0,"No"
"glycine_max Root Root epidermis",12,2,1,0,"No"
"glycine_max Root Root hair cell",12,7,0.624954847235246,0.204151359143847,"No"
"glycine_max Root Root nodule",12,2,1,0,"No"
"glycine_max Root Root procambium",12,3,1,0,"No"
"glycine_max Root Root vascular system",12,6,1,0,"No"
"glycine_max Root Xylem",12,10,0.113300001562889,0.945770084145836,"No"
"glycine_max Seed Embryo epidermal cell",12,5,0.373266146528165,0.427981396740475,"No"
"glycine_max Seed Endosperm",12,3,0.916032049451977,0.0380893312921423,"No"
"glycine_max Seed Inner integument",12,5,0.914943776783086,0.0386055924724258,"No"
"glycine_max Seed Outer integument",12,8,0.0334365611838652,1.47577839438096,"Yes"
"glycine_max Seed Plant embryo",12,9,0.00101822519811629,2.99215615963865,"Yes"
"glycine_max Seed Proliferating cell",12,1,1,0,"No"
"glycine_max Seed Seed coat",12,12,0.130432966169178,0.884612629340764,"No"
"glycine_max Seed Seed coat endothelium",12,3,0.953994323457729,0.0204542094660507,"No"
"glycine_max Seed Seed coat epidermis",12,2,1,0,"No"
"glycine_max Seed Suspensor",12,5,0.470057635006908,0.327848888807112,"No"
"glycine_max Stem Companion cell",12,10,0.213259566255789,0.671091478430457,"No"
"glycine_max Stem Guard cell",12,2,1,0,"No"
"glycine_max Stem Mesophyll cell",12,7,0.227712116475626,0.642613860124848,"No"
"glycine_max Stem Phloem",12,3,1,0,"No"
"glycine_max Stem Proliferating cell",12,4,1,0,"No"
"glycine_max Stem Shoot apical meristem",12,2,1,0,"No"
"glycine_max Stem Shoot apical meristem epidermis layer",12,6,0.2022541945106,0.694102462873079,"No"
"glycine_max Stem Shoot parenchyma",12,7,0.704079879676071,0.152378066234947,"No"
"glycine_max Stem Shoot system cortex",12,4,0.559641944285832,0.25208974327022,"No"
"glycine_max Stem Shoot system vascular system",12,3,1,0,"No"
"glycine_max Stem Stem cortex",12,18,0.000161249818079559,3.79250076665913,"Yes"
"glycine_max Stem Stem endodermis",12,7,0.664771509196518,0.177327601835082,"No"
"glycine_max Stem Stem epidermis",12,9,0.0381672891250416,1.41830868521319,"Yes"
"glycine_max Stem Stem pith",12,7,0.931193594832981,0.0309600199560626,"No"
"glycine_max Stem Stem trichome",12,4,1,0,"No"
"glycine_max Stem Xylem",12,15,0.00247771535192533,2.60594858827022,"Yes"
"gossypium_bickii Leaf Companion cell",12,6,1,0,"No"
"gossypium_bickii Leaf Leaf guard cell",12,12,0.0416576506510078,1.38030522642077,"Yes"
"gossypium_bickii Leaf Leaf lamina epidermis",12,8,0.499324073161893,0.301617495452309,"No"
"gossypium_bickii Leaf Mesophyll cell",12,6,0.0491043704663588,1.30887985237901,"Yes"
"gossypium_bickii Leaf Phloem parenchyma cell",12,4,1,0,"No"
"gossypium_bickii Leaf Xylem",12,15,0.0065403593836736,2.18439838714085,"Yes"
"gossypium_bickii Seed Companion cell",12,11,0.913284778055012,0.0393937807861259,"No"
"gossypium_bickii Seed Leaf epidermis",12,18,0.052250206987373,1.28191198477105,"No"
"gossypium_bickii Seed Leaf guard cell",12,7,0.259592635523911,0.585707632352002,"No"
"gossypium_bickii Seed Mesophyll",12,11,0.889547184997061,0.0508310103227763,"No"
"gossypium_bickii Seed Phloem parenchyma",12,6,1,0,"No"
"gossypium_bickii Seed Pigment gland",12,13,0.543777754825059,0.264578562755012,"No"
"gossypium_bickii Seed Procambium",12,4,1,0,"No"
"gossypium_bickii Seed Xylem",12,19,0.0428829741398099,1.36771510186669,"Yes"
"gossypium_hirsutum Flower Anther wall endothecium",12,4,1,0,"No"
"gossypium_hirsutum Flower Anther wall middle layer",12,10,0.113300001562889,0.945770084145836,"No"
"gossypium_hirsutum Flower Anther wall tapetum",12,3,0.953994323457729,0.0204542094660507,"No"
"gossypium_hirsutum Flower Connective",12,3,1,0,"No"
"gossypium_hirsutum Flower Developing male gametophytes",12,2,1,0,"No"
"gossypium_hirsutum Flower Flower vascular system",12,3,1,0,"No"
"gossypium_hirsutum Flower Microspore nuclei",12,0,1,0,"No"
"gossypium_hirsutum Flower Outer pigment layer",12,12,0.0896766761384853,1.04732049721802,"No"
"gossypium_hirsutum Flower Ovule fiber cell",12,4,1,0,"No"
"gossypium_hirsutum Leaf Guard cell",12,14,0.0210091563912444,1.67759138605112,"Yes"
"gossypium_hirsutum Leaf Leaf lamina epidermis",12,3,1,0,"No"
"gossypium_hirsutum Leaf Leaf vascular system",12,3,1,0,"No"
"gossypium_hirsutum Leaf Mesophyll cell",12,4,1,0,"No"
"gossypium_hirsutum Leaf Proliferating cell",12,3,1,0,"No"
"manihot_esculenta Leaf Bundle sheath cell",12,4,1,0,"No"
"manihot_esculenta Leaf Companion cell",12,17,0.0261608888485567,1.5823475044049,"Yes"
"manihot_esculenta Leaf Leaf guard cell",12,6,0.964723204525708,0.0155972752476111,"No"
"manihot_esculenta Leaf Leaf lamina epidermis",12,4,1,0,"No"
"manihot_esculenta Leaf Leaf procambium",12,8,0.334728013691204,0.475307939621925,"No"
"manihot_esculenta Leaf Leaf vascular system",12,27,1.5961330367216e-06,5.79693091329471,"Yes"
"manihot_esculenta Leaf Palisade mesophyll cell",12,4,1,0,"No"
"manihot_esculenta Leaf Sieve element",12,9,0.724175139831762,0.140156388134309,"No"
"manihot_esculenta Leaf Spongy mesophyll cell",12,7,0.197717898452455,0.703954014311567,"No"
"manihot_esculenta Leaf Xylem",12,9,0.117338520110054,0.930559393468333,"No"
"manihot_esculenta Root Metaxylem",12,24,0.000752644348960716,3.1234101948104,"Yes"
"manihot_esculenta Root Pericycle cell",12,11,1,0,"No"
"manihot_esculenta Root Phloem",12,8,0.840468109722777,0.0754787605519049,"No"
"manihot_esculenta Root Root apical meristem",12,16,0.251651811332434,0.599199939302805,"No"
"manihot_esculenta Root Root cortex",12,6,1,0,"No"
"manihot_esculenta Root Root endodermis",12,9,0.588347860332723,0.230365821622816,"No"
"manihot_esculenta Root Root epidermis",12,11,0.122452064925141,0.912033886913029,"No"
"manihot_esculenta Root Root exodermis",12,7,1,0,"No"
"manihot_esculenta Root Root hair cell",12,13,0.327009735357192,0.485439317832156,"No"
"manihot_esculenta Root Root vascular system",12,0,1,0,"No"
"manihot_esculenta Root Xylem",12,11,0.0235051545648058,1.62883688863988,"Yes"
"manihot_esculenta Tuberous root Meristematic cell",12,25,0.0318735158513204,1.49657002844311,"Yes"
"manihot_esculenta Tuberous root Metaxylem",12,22,0.105498148225618,0.976755163327938,"No"
"manihot_esculenta Tuberous root Pericycle",12,12,0.331710956174433,0.479240183809073,"No"
"manihot_esculenta Tuberous root Phloem",12,4,1,0,"No"
"manihot_esculenta Tuberous root Phloem parenchyma",12,7,1,0,"No"
"manihot_esculenta Tuberous root Root cortex",12,5,1,0,"No"
"manihot_esculenta Tuberous root Root epidermis",12,9,1,0,"No"
"manihot_esculenta Tuberous root Root exodermis",12,11,0.811842173700391,0.0905283916370913,"No"
"manihot_esculenta Tuberous root Root hair",12,15,0.293416463325012,0.532515521949401,"No"
"manihot_esculenta Tuberous root Root procambium",12,14,0.435721048189709,0.360791460280328,"No"
"manihot_esculenta Tuberous root Vascular bundle",12,1,1,0,"No"
"manihot_esculenta Tuberous root Xylem",12,23,0.00138969988897451,2.85707897718091,"Yes"
"medicago_truncatula Root Cortex",12,6,1,0,"No"
"medicago_truncatula Root Nodule apex",12,4,1,0,"No"
"medicago_truncatula Root Nodule parenchyma",12,9,0.48944496107781,0.310296138271709,"No"
"medicago_truncatula Root Non-hair",12,7,0.506799988048939,0.295163404029874,"No"
"medicago_truncatula Root Pericycle",12,9,0.94414167466229,0.0249628320711603,"No"
"medicago_truncatula Root Phloem",12,2,1,0,"No"
"medicago_truncatula Root Root apical meristem",12,15,0.141130052938286,0.850380495561715,"No"
"medicago_truncatula Root Root cap",12,5,1,0,"No"
"medicago_truncatula Root Root cortex",12,17,0.0029738354434484,2.52668306674196,"Yes"
"medicago_truncatula Root Root endodermis",12,5,1,0,"No"
"medicago_truncatula Root Root epidermis",12,4,1,0,"No"
"medicago_truncatula Root Root hair",12,11,0.218177572148141,0.661189895328425,"No"
"medicago_truncatula Root Root hair cell",12,5,0.710306473603184,0.148554227229495,"No"
"medicago_truncatula Root Root nodule",12,1,1,0,"No"
"medicago_truncatula Root Root stele",12,3,1,0,"No"
"medicago_truncatula Root Root vascular system",12,6,1,0,"No"
"medicago_truncatula Root Stem cell niche",12,14,0.0458342973165789,1.3388094224108,"Yes"
"medicago_truncatula Root Xylem",12,13,0.151302493017313,0.820153916030068,"No"
"nicotiana_attenuata Corolla Chlorenchyma",12,4,0.916032049451977,0.0380893312921423,"No"
"nicotiana_attenuata Corolla Epidermis",12,1,1,0,"No"
"nicotiana_attenuata Corolla Parenchyma",12,7,1,0,"No"
"nicotiana_attenuata Corolla Pollen",12,2,1,0,"No"
"nicotiana_attenuata Corolla Vascular tissue",12,8,1,0,"No"
"oryza_sativa Inflorescence Branch meristem",12,3,0.472057476963778,0.326005119144553,"No"
"oryza_sativa Inflorescence Cryptic bract",12,2,1,0,"No"
"oryza_sativa Inflorescence Floret meristem",12,1,1,0,"No"
"oryza_sativa Inflorescence Inflorescence axis",12,2,1,0,"No"
"oryza_sativa Inflorescence Inflorescence meristem",12,1,1,0,"No"
"oryza_sativa Inflorescence Lodicule",12,0,1,0,"No"
"oryza_sativa Inflorescence Rudimentary glume",12,0,1,0,"No"
"oryza_sativa Inflorescence Spikelet",12,3,1,0,"No"
